"filename","type","name","set","price","back_filename"
"singles_2330.jpg","singles","Kleavor V #SWSH248 - Near Mint","SWSH Black Star Promos","1","singles_2331.jpg"
"singles_2332.jpg","singles","Sandaconda V #175 - Near Mint","Chilling Reign","2","singles_2333.jpg"
"singles_2334.jpg","singles","Grapploct V #72 - Near Mint","Champion's Path","2","singles_2335.jpg"
"singles_2336.jpg","singles","Eldegoss V #176 - Near Mint","Rebel Clash","3","singles_2337.jpg"
"singles_2338.jpg","singles","Toxtricity V #SV112 - Near Mint","Shining Fates Shiny Vault","2","singles_2339.jpg"
"singles_2340.jpg","singles","Toxtricity V #SV112 - Near Mint","Shining Fates Shiny Vault","2","singles_2341.jpg"
"singles_2342.jpg","singles","Cramorant V #SWSH086 - Near Mint","SWSH Black Star Promos","1","singles_2343.jpg"
"singles_2344.jpg","singles","Eldegoss V #SWSH084 - Near Mint","SWSH Black Star Promos","1","singles_2345.jpg"
"singles_2346.jpg","singles","Gourgeist ex #102 - Near Mint","Chaos Rising","2","singles_2347.jpg"
"singles_2348.jpg","singles","Cinccino ex #105 - Near Mint","Chaos Rising","5","singles_2349.jpg"
"singles_2350.jpg","singles","Cinderace ex #157 - Near Mint","Stellar Crown","4","singles_2351.jpg"
"singles_2352.jpg","singles","Alolan Exeggutor ex #225 - Near Mint","Surging Sparks","2","singles_2353.jpg"
"singles_2354.jpg","singles","Alolan Exeggutor ex #225 - Near Mint","Surging Sparks","2","singles_2355.jpg"
"singles_2356.jpg","singles","Cyclizar ex #228 - Near Mint","Surging Sparks","3","singles_2357.jpg"
"singles_2358.jpg","singles","Forretress ex #230 - Near Mint","Paldea Evolved","2","singles_2359.jpg"
"singles_2360.jpg","singles","Palossand ex #221 - Near Mint","Surging Sparks","2","singles_2361.jpg"
